customer_id,full_name,phone_number,email_address,city_id,current_address,annual_income,cibil_score,employemnet_type,employer_name,date_of_birth,gender,eduction_level
2807,Triya Choudhry,919650709794,triya.choudhry142@yahoo.com,1012,"49/06 Viswanathan Nagar, Mehsana 100235",900253.5625,682,Self Employed,Freelance Consultant,28-11-2001,Female,Higher Secondary
2808,Balvan Devan,919793884741,balvan.devan485@hotmail.com,1014,H.No. 96 Choudhary Nandyal 494385,594983.875,724,Private Employee,Wipro,14-03-2003,Male,Bachelors
2809,Udyati Iyer,918245355541,udyati.iyer633@hotmail.com,1019,H.No. 98 Chada Road Panvel-870188,556281.6875,738,Private Employee,Tech Solutions Ltd,03-05-2003,Female,Bachelors
2810,Chanchal Chahal,917455093382,chanchal.chahal631@outlook.com,1027,"795, Joshi Street Bareilly 324170",271226.625,598,Private Employee,Tech Solutions Ltd,07-07-2004,Female,Bachelors
2811,Vidhi Chaudhari,919076981126,vidhi.chaudhari835@gmail.com,1014,79/63 Uppal Ganj Tadepalligudem-813220,613689.5625,757,Private Employee,IBM,05-03-2003,Female,Bachelors
2812,Yashica Dhar,917368134564,yashica.dhar828@outlook.com,1012,"H.No. 48, Khare Road Gorakhpur-881649",601778.25,752,Private Employee,Accenture,08-12-2002,Female,Bachelors
2813,Qushi Soni,918320255892,qushi.soni934@hotmail.com,1023,"H.No. 25, Badal Gaya 224170",704578,611,Self Employed,Independent Contractor,13-07-1994,Female,Bachelors
2814,Diya Zacharia,917505534772,diya.zacharia379@hotmail.com,1002,"774, Kurian Ganj Rajahmundry-579251",363444.7813,666,Student,Internship,20-02-1994,Female,Diploma
2815,Yuvraj Kapoor,918720779013,yuvraj.kapoor11@yahoo.com,1011,"H.No. 81, Rege Ganj Ujjain-152979",1145544,758,Business Owner,Family Business,02-10-1996,Male,Bachelors
2816,Shaurya Pillai,918616311935,shaurya.pillai759@yahoo.com,1007,"116 Anand Chowk, Erode 082124",1007543.5,708,Self Employed,Freelance Consultant,24-03-1999,Male,Bachelors
2817,Aashi Shankar,919775130219,aashi.shankar711@hotmail.com,1021,"H.No. 53 Dua Marg, Bhiwandi-501134",677009.6875,654,Government Employee,ISRO,18-11-2000,Female,Bachelors
2818,Lavanya Purohit,919185959799,lavanya.purohit617@outlook.com,1030,"29/18, Trivedi Road, Raurkela Industrial Township 949725",318021.6563,676,Private Employee,Wipro,21-05-2001,Female,Bachelors
2819,Manan Shukla,919313840424,manan.shukla774@hotmail.com,1020,"H.No. 74, Dass Road Sultan Pur Majra-639490",621561.625,657,Private Employee,Tech Solutions Ltd,27-10-2000,Male,Bachelors
2820,Karan Rajagopalan,918912980865,karan.rajagopalan475@outlook.com,1008,"H.No. 44, Salvi Road, Shivpuri 814525",691423.75,644,Private Employee,Amazon,17-02-1999,Male,Bachelors
2821,Ekani Vaidya,919751303535,ekani.vaidya529@gmail.com,1024,"50 Karnik Circle, Chandrapur-178421",460315.3438,727,Government Employee,Railway Department,05-12-1998,Female,Bachelors
2822,Kashish Chaudhari,919842735229,kashish.chaudhari449@hotmail.com,1022,99/754 Kanda Circle Morbi-727154,466971.1875,746,Private Employee,TCS,27-02-1997,Female,Masters
2823,Faqid Gade,917903973337,faqid.gade28@gmail.com,1014,"503, Kade Circle, Navi Mumbai 472237",688197.5,667,Private Employee,Infosys,21-08-2000,Male,Bachelors
2824,Elijah Bassi,919468316328,elijah.bassi642@outlook.com,1028,"H.No. 975 Sood Ganj, Faridabad-323998",300032.3125,584,Private Employee,Amazon,04-05-2005,Male,Bachelors
2825,Yash Shah,917449277445,yash.shah511@hotmail.com,1016,"H.No. 21, Wali Nagar Bettiah-755826",1242613.875,675,Private Employee,IBM,12-01-1997,Male,Masters
2826,Jeevika Dutt,917927826008,jeevika.dutt449@outlook.com,1003,H.No. 10 Virk Circle Guna 811994,2721104.25,816,Business Owner,Own Business,05-06-1999,Female,Masters
2827,Gautam Dar,918742972475,gautam.dar43@hotmail.com,1012,"H.No. 20, Kumer Marg, Kollam-534334",286705.0938,611,Private Employee,Wipro,01-03-2005,Male,Bachelors
2828,Utkarsh Chaudhary,918766078639,utkarsh.chaudhary463@yahoo.com,1003,"04/093, Manne Street, Bally-009173",1084064.75,730,Business Owner,Family Business,27-01-2004,Male,Bachelors
2829,Daksh Puri,919672028448,daksh.puri200@yahoo.com,1009,"430, Tank Circle Farrukhabad-783907",315476.5,560,Student,Not Applicable,08-10-1993,Male,Bachelors
2830,Daniel Deshmukh,919890627490,daniel.deshmukh739@outlook.com,1009,"H.No. 79, Sankaran Circle Dhanbad 419827",888820.75,725,Private Employee,IBM,12-12-1999,Male,Bachelors
2831,Gautami Mand,917117050436,gautami.mand820@gmail.com,1008,"076 Bose, Asansol 119778",627852.8125,781,Private Employee,Wipro,13-04-1995,Female,Bachelors
2832,Rachana Chhabra,917801016245,rachana.chhabra99@outlook.com,1010,"H.No. 01 Bava Circle, Serampore-402776",570192.25,628,Private Employee,Infosys,24-07-2000,Female,Masters
2833,Bhanumati Dada,919246314264,bhanumati.dada441@outlook.com,1025,"H.No. 625, Pillai Chowk Nagpur-036685",392351.9063,713,Private Employee,Accenture,20-02-1998,Female,Bachelors
2834,Vrishti Muni,917337883804,vrishti.muni809@gmail.com,1010,38/471 Luthra Circle Ambala-630212,1010584.188,672,Business Owner,Family Business,09-04-2003,Female,Bachelors
2835,Balvan Wason,917826688722,balvan.wason752@hotmail.com,1002,"37, Narayanan Street Tiruchirappalli-980310",1636086.75,691,Private Employee,Tech Solutions Ltd,15-09-1995,Male,Diploma
2836,Faraj Rai,919867661858,faraj.rai888@hotmail.com,1021,"05, Rajagopal Nagar Durg-522925",446589.5313,726,Private Employee,Accenture,13-12-2001,Male,Diploma
2837,Lohit Ramaswamy,917892829050,lohit.ramaswamy543@yahoo.com,1015,"63 Sankaran Zila, Bihar Sharif 590365",373709.7188,640,Self Employed,Freelance Consultant,03-02-1994,Male,Diploma
2838,Isaiah Pant,919804554224,isaiah.pant248@yahoo.com,1017,"724, Samra Marg, Yamunanagar 267617",402340.3438,752,Government Employee,Railway Department,15-04-1995,Male,Bachelors
2839,Nidra Sarraf,918795815070,nidra.sarraf108@hotmail.com,1019,H.No. 52 Menon Street Varanasi 964254,903060.4375,742,Private Employee,Microsoft,14-05-2001,Female,Bachelors
2840,Varenya Walia,917518690043,varenya.walia910@outlook.com,1021,H.No. 37 Rao Zila Maheshtala 897311,608550.3125,611,Private Employee,Amazon,19-08-1995,Female,Bachelors
2841,Upadhriti Batra,918835097096,upadhriti.batra678@outlook.com,1027,53 Prabhakar Tiruchirappalli 542401,436273.9688,532,Private Employee,IBM,25-12-2002,Female,Bachelors
2842,Oscar Bajaj,918968821742,oscar.bajaj947@gmail.com,1030,"79/086, Bala Circle, Sonipat 583645",812909.5,782,Government Employee,Railway Department,07-05-2005,Male,Bachelors
2843,Lekha Sen,918398001679,lekha.sen828@hotmail.com,1009,"97/42 Master Path, Amaravati 436827",2636562.75,729,Business Owner,Own Business,08-03-1999,Female,Bachelors
2844,Omisha Raval,918010689368,omisha.raval181@yahoo.com,1012,"85/078 Srivastava Marg, Ratlam 081580",909080.6875,728,Government Employee,ISRO,19-02-1994,Female,Bachelors
2845,Saksham Sarna,919927320716,saksham.sarna466@yahoo.com,1020,"H.No. 193 Mander Street, Ongole 999275",268031.8125,562,Self Employed,Independent Contractor,03-02-2005,Male,Bachelors
2846,Harinakshi Kalita,919370645837,harinakshi.kalita454@outlook.com,1005,"H.No. 029, Rajan Path, Ratlam-875705",3264598.5,704,Business Owner,Family Business,05-03-1995,Female,Higher Secondary
2847,Ishani Golla,918563541024,ishani.golla861@yahoo.com,1013,"13, Bhattacharyya Nagar Bijapur 419729",513832.4688,651,Private Employee,Amazon,13-08-1994,Female,Bachelors
2848,Mitali Bobal,917835401476,mitali.bobal484@yahoo.com,1015,"75, Atwal Circle Tezpur 289401",512852.9688,640,Private Employee,Amazon,07-09-2002,Female,Diploma
2849,Chakradev Shan,919223359907,chakradev.shan25@gmail.com,1009,"H.No. 370, Sharaf Dehri 679087",677906.3125,676,Private Employee,Tech Solutions Ltd,19-11-1998,Male,Masters
2850,Vyanjana Kaur,917866351846,vyanjana.kaur709@hotmail.com,1023,"16/927, Gara Path, Tirupati-010069",243339.6875,798,Private Employee,TCS,02-04-1998,Female,Bachelors
2851,Timothy Singhal,917609939962,timothy.singhal699@gmail.com,1013,"H.No. 970, Varghese Zila, Mira-Bhayandar 661806",943749.8125,617,Private Employee,Accenture,18-03-2002,Male,PhD
2852,Charvi Aggarwal,919161671896,charvi.aggarwal638@outlook.com,1017,"00, Bhatia Chowk, Salem 222126",346426.7188,546,Self Employed,Independent Contractor,16-03-2000,Female,Bachelors
2853,Ikbal Barman,919465774659,ikbal.barman894@yahoo.com,1009,"01/181, Hayre Marg, Giridih 067698",1883824.75,826,Business Owner,Own Business,24-07-2000,Male,Masters
2854,William Bhattacharyya,918484445929,william.bhattacharyya627@gmail.com,1027,"H.No. 94, Bumb Zila Berhampur 822519",720147.75,673,Self Employed,Independent Contractor,06-08-2003,Male,Diploma
2855,Sai Kurian,917267999764,sai.kurian270@gmail.com,1008,61/67 Chopra Street Shivpuri-254496,1176077.125,632,Private Employee,Accenture,17-11-1994,Female,Bachelors
2856,Nakul Narain,917584483762,nakul.narain400@hotmail.com,1027,"42/182, Lall Path Bathinda 595024",230087.2656,598,Self Employed,Self Employed,09-03-2000,Male,Masters
2857,Ekta Krishnamurthy,917413754000,ekta.krishnamurthy402@yahoo.com,1020,352 D’Alia Ganj Pondicherry-877132,358007.9375,625,Private Employee,Wipro,05-03-1995,Female,Masters
2858,Aadhya Dubey,917294189107,aadhya.dubey433@gmail.com,1017,H.No. 392 Keer Nagar Loni 767448,722691.9375,740,Private Employee,Amazon,04-06-1997,Female,Bachelors
2859,Geetika Gokhale,918464696509,geetika.gokhale848@hotmail.com,1008,"39, Bassi Nagar, Pudukkottai-309666",736273.8125,744,Private Employee,Microsoft,04-06-2002,Female,PhD
2860,Vanya Sarkar,917578135727,vanya.sarkar675@gmail.com,1022,H.No. 296 Boase Road Bardhaman-164954,1374329.5,670,Business Owner,Family Business,10-12-1999,Female,Bachelors
2861,Naveen Thakkar,918764328776,naveen.thakkar960@yahoo.com,1007,"57 Dalal Chowk, Hospet 534278",1424094.375,725,Government Employee,Public Sector Bank,03-12-2002,Male,Masters
2862,Jagvi Ghosh,918525548556,jagvi.ghosh635@gmail.com,1018,"276, Nagi Marg, Deoghar-274946",851091.6875,824,Government Employee,DRDO,13-02-2005,Female,Bachelors
2863,Niharika Oommen,918315753882,niharika.oommen586@outlook.com,1006,"002, Mital Zila, Yamunanagar 594538",595164.375,654,Private Employee,Infosys,13-08-2002,Female,PhD
2864,Gabriel Kale,917444903257,gabriel.kale873@hotmail.com,1022,"H.No. 53, Palla Ganj Erode-289657",457854.7813,721,Self Employed,Self Employed,01-11-2000,Male,Bachelors
2865,Qarin Mitter,917424193086,qarin.mitter879@yahoo.com,1009,"980, Jaggi Zila Kirari Suleman Nagar-191577",645731.5,586,Self Employed,Independent Contractor,16-08-2000,Male,Bachelors
2866,Aayush Chaudhary,919931210480,aayush.chaudhary591@gmail.com,1020,"H.No. 158, Rai Zila, Rajpur Sonarpur 539428",599328.8125,668,Government Employee,State Government,26-12-2005,Male,Bachelors
2867,Balhaar Chowdhury,918015374913,balhaar.chowdhury747@outlook.com,1022,"65/091 Jaggi Marg, Bharatpur 579215",619943.625,673,Private Employee,TCS,11-08-1994,Male,Masters
2868,Azad Barad,917934531932,azad.barad326@hotmail.com,1019,"H.No. 944, Aurora Ganj Kolhapur 732065",302260.2813,784,Private Employee,Accenture,16-03-1996,Male,Higher Secondary
2869,Sneha Mann,918635167382,sneha.mann236@yahoo.com,1023,63/808 Raja Street Dehradun-763114,343844.7188,721,Private Employee,Microsoft,23-02-1996,Female,Bachelors
2870,Jatin Buch,919172862872,jatin.buch968@yahoo.com,1016,H.No. 39 Soni Circle Bally 426429,814401.5625,727,Private Employee,Microsoft,28-06-2004,Male,Bachelors
2871,Janya Balasubramanian,917571022050,janya.balasubramanian584@outlook.com,1027,"61/438 Toor Ganj, Haridwar-428954",356267.3438,582,Government Employee,Railway Department,18-07-2005,Female,Masters
2872,Atharv Parekh,919949316508,atharv.parekh103@gmail.com,1012,"H.No. 38 Master, Naihati 897245",518674.3438,714,Private Employee,Amazon,10-09-1995,Male,Masters
2873,Vasudha Gokhale,918454757008,vasudha.gokhale103@yahoo.com,1011,H.No. 54 Mammen Nagar Bhilai-014996,847447.9375,745,Private Employee,Accenture,20-10-1997,Female,Diploma
2874,Dhriti Choudhary,917046591071,dhriti.choudhary327@outlook.com,1024,"54/53 Balay, Gandhidham-626923",378193.8438,701,Government Employee,State Government,14-04-1994,Female,Bachelors
2875,Jagat Nigam,918115238029,jagat.nigam496@gmail.com,1011,"H.No. 255, Natt Ganj Uluberia-377312",573312.1875,575,Self Employed,Freelance Consultant,26-11-2000,Male,Masters
2876,Rachita Dugar,919847759415,rachita.dugar704@hotmail.com,1016,"70/13 Dada Zila, Raiganj 173358",1165264.25,761,Private Employee,Tech Solutions Ltd,06-02-1996,Female,Bachelors
2877,Indira Sabharwal,917454037835,indira.sabharwal661@hotmail.com,1022,21/51 Sanghvi Path Bijapur-878717,286320.3125,717,Private Employee,Tech Solutions Ltd,28-03-2000,Female,Masters
2878,Bhavya Kashyap,917061305130,bhavya.kashyap910@gmail.com,1026,"H.No. 89, Bhalla Zila, Alwar 562739",641603.75,813,Business Owner,Trading Company,23-12-1998,Female,PhD
2879,Unnati Mand,917441552291,unnati.mand445@gmail.com,1018,"H.No. 612, Dhaliwal Nagar Deoghar-842775",720886.25,702,Government Employee,Railway Department,04-04-1998,Female,Masters
2880,Dalaja Murty,918484745343,dalaja.murty451@hotmail.com,1025,72/097 Banik Path Gandhinagar-285685,538718.75,707,Business Owner,Trading Company,20-04-1993,Female,Masters
2881,Mahika Manne,917844481820,mahika.manne419@gmail.com,1012,H.No. 93 Chaudhary Ganj Chandigarh 685402,521910.8438,670,Private Employee,Accenture,05-05-1994,Female,Masters
2882,Sara Dass,919661434908,sara.dass438@hotmail.com,1002,"03, Krish Marg Ahmednagar 185229",979186.75,679,Government Employee,DRDO,25-09-1995,Female,Bachelors
2883,Chanchal Sane,919604784127,chanchal.sane475@hotmail.com,1026,"H.No. 307 Varma Ganj, Vijayawada 845443",698094.1875,571,Self Employed,Freelance Consultant,18-06-1996,Female,Bachelors
2884,Amruta Agrawal,918158639912,amruta.agrawal233@hotmail.com,1008,"H.No. 77 Mannan Chowk, Durg-518316",446061.7813,636,Self Employed,Independent Contractor,23-07-2001,Female,Bachelors
2885,Krisha Iyer,917911313274,krisha.iyer989@outlook.com,1028,363 Natarajan Nagar Nagercoil-866070,343249.625,808,Government Employee,DRDO,17-03-1999,Female,Masters
2886,Idika Nayar,919158447792,idika.nayar798@yahoo.com,1009,66/606 Parikh Kottayam 261068,1635519.875,777,Business Owner,Trading Company,09-10-1996,Female,Bachelors
2887,Tara Pradhan,919982771316,tara.pradhan643@outlook.com,1029,"647, Chhabra Road, Rajkot 404396",888840.6875,716,Government Employee,Ministry of Education,20-01-1996,Female,Bachelors
2888,Lucky Varma,917305921068,lucky.varma365@outlook.com,1006,60/00 Dugal Zila Anand-163881,1890648.75,782,Business Owner,Family Business,10-10-2004,Male,Masters
2889,Hritik Dhillon,919124391900,hritik.dhillon268@gmail.com,1006,"18/99, Cherian Ganj, Mahbubnagar-165018",1225693.125,707,Self Employed,Freelance Consultant,15-07-2002,Male,Bachelors
2890,Bina Shroff,917084754565,bina.shroff206@outlook.com,1025,"01 Balay Circle, Gandhidham 226249",564020.75,735,Self Employed,Freelance Consultant,22-12-1995,Female,Diploma
2891,Chameli Nath,919098099129,chameli.nath329@gmail.com,1021,"816, Nazareth Marg Morbi-313197",180152.75,573,Student,Internship,02-04-1999,Female,Masters
2892,Maanav Korpal,919094508042,maanav.korpal174@yahoo.com,1011,"H.No. 27, Gopal Marg Tiruvottiyur 765118",1263310.75,738,Private Employee,IBM,21-12-1999,Male,Higher Secondary
2893,Eesha Nagi,919204924481,eesha.nagi157@yahoo.com,1015,"51/639 Shah Zila, Nandyal-548362",596476,699,Private Employee,Wipro,24-06-1994,Female,Bachelors
2894,Chakradhar Hayer,917274985638,chakradhar.hayer802@gmail.com,1016,"503, Mander Ganj, Ahmedabad 496875",313083.6563,638,Self Employed,Freelance Consultant,25-02-1998,Male,Bachelors
2895,Vansha Mitra,919068385787,vansha.mitra517@yahoo.com,1009,"54/482 Varma Zila, Bellary 125588",567773.125,625,Private Employee,TCS,19-10-1995,Female,Bachelors
2896,Wishi Sinha,917585845126,wishi.sinha845@hotmail.com,1011,"H.No. 03, Oak Zila, Dhule 650865",999320.875,606,Self Employed,Self Employed,23-08-1998,Female,Bachelors
2897,Shaurya Sanghvi,917180573200,shaurya.sanghvi213@outlook.com,1024,H.No. 47 Brar Chowk Aizawl-253834,452535.875,727,Government Employee,DRDO,18-11-2005,Male,Bachelors
2898,Caleb Bal,919842518623,caleb.bal790@outlook.com,1006,"29 Sehgal, Eluru-620670",624297.375,609,Private Employee,IBM,10-03-2001,Male,PhD
2899,Jacob Kaul,919084453029,jacob.kaul700@hotmail.com,1002,77 Mukhopadhyay Road Visakhapatnam-397118,1468477.375,741,Self Employed,Independent Contractor,21-06-1996,Male,Diploma
2900,Girik Bhakta,918949418494,girik.bhakta114@yahoo.com,1020,"40/935, Goswami Circle Raipur 320310",515472.2188,676,Self Employed,Self Employed,23-05-1996,Male,Masters
2901,Tejas Ranganathan,917943783221,tejas.ranganathan69@hotmail.com,1003,"51 Loke Circle, Danapur-978884",762166.0625,632,Private Employee,Tech Solutions Ltd,22-07-1994,Male,Higher Secondary
2902,Parth Tella,917662504919,parth.tella948@yahoo.com,1029,"97 Chaudhary Zila, Khora -794619",951427.75,735,Self Employed,Independent Contractor,22-02-2003,Male,Masters
2903,Avni Prashad,918931581657,avni.prashad623@outlook.com,1015,"95/108, Deol Ganj Hazaribagh-686899",1104382,832,Business Owner,Own Business,16-11-2002,Female,Masters
2904,Zaitra Mitra,918938564454,zaitra.mitra711@yahoo.com,1021,"H.No. 326, Bhasin Path Dhanbad-241142",334703.75,614,Private Employee,Amazon,22-05-1997,Female,Bachelors
2905,Anusha Savant,917247306395,anusha.savant231@gmail.com,1024,"H.No. 335 Mandal Street, Fatehpur-039610",337227.25,602,Private Employee,Tech Solutions Ltd,26-05-1995,Female,Masters
2906,Krishna Gala,919898601477,krishna.gala374@hotmail.com,1011,"H.No. 53, Samra Circle, Sikar-297676",617690.0625,688,Government Employee,State Government,01-06-1997,Male,Masters
2907,Forum Comar,917105478379,forum.comar393@hotmail.com,1002,H.No. 56 Mand Zila Jamshedpur-383489,1314732.625,829,Private Employee,Accenture,20-04-2002,Female,Bachelors
2908,Pratyush Konda,917764525948,pratyush.konda709@outlook.com,1028,"H.No. 085, Basak Nashik 241703",550550.625,683,Self Employed,Independent Contractor,11-07-2000,Male,Bachelors
2909,Samaksh Krishnamurthy,917006937298,samaksh.krishnamurthy697@gmail.com,1024,"33, Jayaraman Zila Jalgaon-147189",673712.25,655,Government Employee,ISRO,12-09-1996,Male,Masters
2910,Warda Ramaswamy,917016808714,warda.ramaswamy458@outlook.com,1004,"79, Dhaliwal Road Navi Mumbai-172748",913722.9375,668,Self Employed,Self Employed,10-05-2003,Female,Bachelors
2911,Ekani Buch,917234725635,ekani.buch138@outlook.com,1027,"50, Sama Chowk, Jodhpur 240496",351461.6875,642,Private Employee,IBM,22-04-1993,Female,Masters
2912,Banjeet Saini,917985918280,banjeet.saini656@hotmail.com,1018,"66/27, Majumdar Zila, Karawal Nagar 658686",53511.03906,547,Student,Not Applicable,01-02-2002,Male,Masters
2913,Finn Kala,918534156626,finn.kala906@gmail.com,1007,"77/171 Bhatti Street, Mahbubnagar-767070",2209488.25,811,Business Owner,Own Business,25-03-1993,Male,Bachelors
2914,Aachal Datta,917908620908,aachal.datta213@gmail.com,1018,62/44 Goswami Path Dibrugarh-300398,905801.875,836,Government Employee,State Government,02-11-1993,Female,Bachelors
2915,Yuvraj Tella,917705372843,yuvraj.tella501@outlook.com,1020,H.No. 65 Mohanty Panvel 849874,563108.3125,623,Private Employee,Amazon,14-07-2000,Male,Bachelors
2916,Gunbir Gokhale,918578513493,gunbir.gokhale986@hotmail.com,1023,"92/268, Thaker Marg Indore 755785",618970.6875,777,Government Employee,Railway Department,12-05-1996,Male,Bachelors
2917,Luke Narang,918305436029,luke.narang896@outlook.com,1010,"H.No. 30 Dhar, Gurgaon-308132",1308473.5,785,Business Owner,Own Business,20-03-2002,Male,Masters
2918,Falguni Ghose,917753226378,falguni.ghose358@hotmail.com,1030,"H.No. 04 Devi Zila, Bidar 435094",1161486.375,797,Private Employee,IBM,25-04-1998,Female,Masters
2919,Nisha Pingle,919133146756,nisha.pingle498@gmail.com,1023,"H.No. 492, Sami Marg, Ulhasnagar-776038",122854.75,703,Student,Part-time Work,10-07-2001,Female,Bachelors
2920,Forum Thakkar,918447875710,forum.thakkar69@gmail.com,1021,H.No. 002 Mutti Road Darbhanga 793996,630725.5625,834,Government Employee,Railway Department,13-01-1998,Female,Masters
2921,William Konda,917711640115,william.konda435@outlook.com,1023,"833, Sehgal Circle Begusarai-868982",1149225.375,743,Business Owner,Family Business,05-10-1998,Male,Higher Secondary
2922,Pooja Varghese,918706942841,pooja.varghese418@gmail.com,1022,868 Radhakrishnan Zila Bokaro 350799,742798.625,609,Self Employed,Independent Contractor,02-06-2002,Female,Higher Secondary
2923,Kamya Srinivasan,918270239066,kamya.srinivasan105@hotmail.com,1022,"52/199, Bakshi Circle, Hazaribagh-960334",689164.125,556,Self Employed,Self Employed,23-09-1996,Female,Masters
2924,Hema Panchal,917962987881,hema.panchal575@gmail.com,1021,22 Saraf Marg Deoghar 076777,399055.0313,658,Private Employee,Wipro,21-11-1993,Female,Masters
2925,Triveni Savant,918623640178,triveni.savant250@outlook.com,1028,H.No. 819 Parmer Nagar Bilaspur-899330,942581.9375,779,Private Employee,Infosys,27-12-1997,Female,Diploma
2926,Radhika Kale,917565018968,radhika.kale690@outlook.com,1007,"H.No. 624 Rama Street, Pimpri-Chinchwad-324877",866241.9375,784,Government Employee,Railway Department,09-08-2001,Female,Bachelors
2927,Girindra Ramachandran,919837931012,girindra.ramachandran301@gmail.com,1024,"84/91, Yadav, Singrauli 329406",737042.875,666,Private Employee,Amazon,11-09-2004,Male,Masters
2928,Jagat Patla,919801504169,jagat.patla696@outlook.com,1017,"H.No. 76, Pall Ganj, Siliguri-850072",523376.8125,793,Government Employee,Ministry of Education,21-11-1998,Male,Bachelors
2929,Mason Karan,917271743949,mason.karan126@gmail.com,1024,"H.No. 999, Sanghvi Circle, Jehanabad 450514",348683.0625,714,Private Employee,IBM,02-12-2002,Male,Diploma
2930,Amrita Mukherjee,918350805156,amrita.mukherjee686@gmail.com,1029,"H.No. 97, Mahajan Path, Baranagar-364996",2460288,709,Business Owner,Family Business,14-04-1996,Female,Masters
2931,Daksha Bhat,918156166010,daksha.bhat64@gmail.com,1020,"99/772 Dyal Street, Haldia-615330",545841.625,679,Self Employed,Independent Contractor,21-07-2002,Female,Bachelors
2932,Aashi Divan,917382303719,aashi.divan17@outlook.com,1020,"750, Saini Chowk, Junagadh-805145",476192.9688,698,Private Employee,Wipro,07-09-1998,Female,Bachelors
2933,Kavya Purohit,917154792234,kavya.purohit854@hotmail.com,1015,"81, Barad Street Tiruvottiyur 006991",959107.875,704,Government Employee,DRDO,06-09-1994,Female,Bachelors
2934,Priya Pau,917880733327,priya.pau469@outlook.com,1020,"22/44, Parekh Path, Sonipat 322148",453604.5313,620,Private Employee,Tech Solutions Ltd,23-01-1998,Female,Masters
2935,Mohammed Mammen,918820058128,mohammed.mammen602@outlook.com,1019,"99/51, Ratti Chowk Dhule 381569",421507.875,557,Self Employed,Self Employed,13-10-2000,Male,Bachelors
2936,Omisha Barman,918546317648,omisha.barman603@outlook.com,1029,"H.No. 69, Bhattacharyya Path, Chinsurah-611287",1411886.5,756,Government Employee,DRDO,27-03-1994,Female,Higher Secondary
2937,Mugdha Barman,918786095714,mugdha.barman614@gmail.com,1024,"30, Karnik Marg Coimbatore 528789",812172.9375,727,Self Employed,Freelance Consultant,02-12-2000,Female,Bachelors
2938,Sneha Deshmukh,917046253593,sneha.deshmukh174@yahoo.com,1003,"28/405, Borde Street Nashik-608319",3127754.5,740,Business Owner,Family Business,14-01-2002,Female,PhD
2939,Chanakya Doctor,918435926636,chanakya.doctor975@hotmail.com,1029,"H.No. 85, Sama Circle, Firozabad-844093",2018224.5,811,Business Owner,Own Business,25-10-1993,Male,Masters
2940,Upadhriti Pandit,919198659659,upadhriti.pandit712@outlook.com,1005,"H.No. 927 Pradhan Nagar, Sasaram 487056",1673209.25,759,Business Owner,Trading Company,12-09-1996,Female,Masters
2941,Ranveer Dua,919410172096,ranveer.dua529@gmail.com,1024,"05/609, Magar Road Moradabad-012350",595867.4375,650,Government Employee,ISRO,24-09-2004,Male,Masters
2942,Sathvik Rana,917686490457,sathvik.rana214@yahoo.com,1030,"05 Palla Nagar, Sasaram 576578",610919.25,733,Private Employee,Infosys,08-12-1994,Male,Bachelors
2943,Hitesh Soni,919103125539,hitesh.soni516@hotmail.com,1019,"47/43, Doshi Chowk Jhansi-219609",493473.9063,771,Business Owner,Trading Company,21-02-1997,Male,Bachelors
2944,David Bala,919899386145,david.bala971@yahoo.com,1022,47 Morar Zila Chandrapur-211190,241152.0469,647,Self Employed,Self Employed,16-09-2004,Male,Masters
2945,Dhruv Sarkar,919592976182,dhruv.sarkar503@gmail.com,1029,"773, Chopra Circle, Kulti-983145",1151948.25,663,Private Employee,Amazon,10-01-1995,Male,Diploma
2946,Gautami Krish,919672145074,gautami.krish606@gmail.com,1013,"463, Golla Ganj, Bilaspur-565686",1551267.75,700,Self Employed,Self Employed,26-02-2000,Female,Masters
2947,Samuel Wali,919315739580,samuel.wali820@yahoo.com,1017,00/05 Palla Circle Tinsukia 575015,900753,741,Private Employee,Infosys,06-05-2001,Male,Bachelors
2948,Lopa Kant,919867188566,lopa.kant485@yahoo.com,1025,"18/07 Mahal Chowk, Ichalkaranji 514466",491484.2813,584,Private Employee,Microsoft,07-05-2003,Female,Masters
2949,Chakradhar Om,917696873011,chakradhar.om49@gmail.com,1009,"10, Ray Nagar, Vijayanagaram 666885",428167.4063,668,Private Employee,Microsoft,08-04-2000,Male,Diploma
2950,Mohini Murthy,918939965742,mohini.murthy9@gmail.com,1005,"63/776, Patel Marg, Tadipatri 234423",651205,618,Private Employee,Amazon,18-07-2002,Female,Bachelors
2951,Charan Sangha,919732182825,charan.sangha346@yahoo.com,1009,"64, Mukherjee Circle Hajipur-146288",1076300.75,722,Private Employee,Amazon,09-03-1994,Male,Bachelors
2952,Jackson Raval,918100742951,jackson.raval947@hotmail.com,1018,05/33 Patel Zila Kollam-356117,1358716,679,Business Owner,Trading Company,08-12-1994,Male,Diploma
2953,Aahana Gade,919514511979,aahana.gade953@outlook.com,1008,"34 Shan Road, Amroha-239176",699246,607,Self Employed,Freelance Consultant,05-10-1993,Female,Bachelors
2954,Bishakha Reddy,917236498184,bishakha.reddy296@hotmail.com,1020,"H.No. 88, Virk Path Thiruvananthapuram-357408",519762.0625,731,Private Employee,IBM,15-10-2004,Female,Masters
2955,Vanya Mohanty,917008140843,vanya.mohanty964@outlook.com,1029,"H.No. 739 Doshi Chowk, Vasai-Virar-565779",746967.0625,651,Private Employee,Amazon,04-11-1995,Female,Bachelors
